// Reference=MNI

// 10388802-1
// Subjects=20
-48.0	33.0	-3.0
51.0	12.0	30.0
-48.0	24.0	21.0
30.0	57.0	-6.0
-36.0	54.0	3.0
-3.0	-63.0	12.0
-30.0	51.0	-6.0
-48.0	24.0	21.0
-15.0	21.0	30.0
-45.0	-45.0	45.0
3.0	-66.0	-9.0
-30.0	-96.0	-3.0
21.0	54.0	3.0
-48.0	-45.0	48.0
